row_key,f1_dp,exact_match_dp,f1_rag,exact_match_rag,diff_f1,diff_em,model,book,n_dp,n_rag,n_paired,delta_f1_rag_minus_dp
combined_q_idx:113,0.0,0,0.0,0,0.0,0,Qwen3_4B_Instruct,THRILLER,150,150,150,0.0
combined_q_idx:114,1.0,1,1.0,1,0.0,0,Qwen3_4B_Instruct,THRILLER,150,150,150,0.0
combined_q_idx:115,1.0,1,1.0,1,0.0,0,Qwen3_4B_Instruct,THRILLER,150,150,150,0.0
combined_q_idx:116,0.0,0,0.0,0,0.0,0,Qwen3_4B_Instruct,THRILLER,150,150,150,0.0
combined_q_idx:117,1.0,1,1.0,1,0.0,0,Qwen3_4B_Instruct,THRILLER,150,150,150,0.0
combined_q_idx:118,0.0,0,0.0,0,0.0,0,Qwen3_4B_Instruct,THRILLER,150,150,150,0.0
combined_q_idx:119,1.0,1,1.0,1,0.0,0,Qwen3_4B_Instruct,THRILLER,150,150,150,0.0
combined_q_idx:120,1.0,1,0.0,0,1.0,1,Qwen3_4B_Instruct,THRILLER,150,150,150,-1.0
combined_q_idx:121,1.0,1,1.0,1,0.0,0,Qwen3_4B_Instruct,THRILLER,150,150,150,0.0
combined_q_idx:122,0.0,0,0.0,0,0.0,0,Qwen3_4B_Instruct,THRILLER,150,150,150,0.0
combined_q_idx:123,0.0,0,0.0,0,0.0,0,Qwen3_4B_Instruct,THRILLER,150,150,150,0.0
combined_q_idx:124,1.0,1,1.0,1,0.0,0,Qwen3_4B_Instruct,THRILLER,150,150,150,0.0
combined_q_idx:125,1.0,1,1.0,1,0.0,0,Qwen3_4B_Instruct,THRILLER,150,150,150,0.0
combined_q_idx:126,0.0,0,0.0,0,0.0,0,Qwen3_4B_Instruct,THRILLER,150,150,150,0.0
combined_q_idx:127,1.0,1,1.0,1,0.0,0,Qwen3_4B_Instruct,THRILLER,150,150,150,0.0
combined_q_idx:128,0.0,0,0.0,0,0.0,0,Qwen3_4B_Instruct,THRILLER,150,150,150,0.0
combined_q_idx:129,1.0,1,1.0,1,0.0,0,Qwen3_4B_Instruct,THRILLER,150,150,150,0.0
combined_q_idx:130,1.0,1,1.0,1,0.0,0,Qwen3_4B_Instruct,THRILLER,150,150,150,0.0
combined_q_idx:131,0.0,0,0.0,0,0.0,0,Qwen3_4B_Instruct,THRILLER,150,150,150,0.0
combined_q_idx:132,1.0,1,1.0,1,0.0,0,Qwen3_4B_Instruct,THRILLER,150,150,150,0.0
combined_q_idx:133,0.0,0,0.0,0,0.0,0,Qwen3_4B_Instruct,THRILLER,150,150,150,0.0
combined_q_idx:134,0.0,0,1.0,1,-1.0,-1,Qwen3_4B_Instruct,THRILLER,150,150,150,1.0
combined_q_idx:135,0.0,0,0.0,0,0.0,0,Qwen3_4B_Instruct,THRILLER,150,150,150,0.0
combined_q_idx:136,0.0,0,0.0,0,0.0,0,Qwen3_4B_Instruct,THRILLER,150,150,150,0.0
combined_q_idx:137,0.0,0,0.0,0,0.0,0,Qwen3_4B_Instruct,THRILLER,150,150,150,0.0
combined_q_idx:138,0.0,0,0.0,0,0.0,0,Qwen3_4B_Instruct,THRILLER,150,150,150,0.0
combined_q_idx:139,0.0,0,0.0,0,0.0,0,Qwen3_4B_Instruct,THRILLER,150,150,150,0.0
combined_q_idx:140,0.0,0,0.0,0,0.0,0,Qwen3_4B_Instruct,THRILLER,150,150,150,0.0
combined_q_idx:141,1.0,1,1.0,1,0.0,0,Qwen3_4B_Instruct,THRILLER,150,150,150,0.0
combined_q_idx:142,1.0,1,0.0,0,1.0,1,Qwen3_4B_Instruct,THRILLER,150,150,150,-1.0
combined_q_idx:143,1.0,1,1.0,1,0.0,0,Qwen3_4B_Instruct,THRILLER,150,150,150,0.0
combined_q_idx:144,0.0,0,0.0,0,0.0,0,Qwen3_4B_Instruct,THRILLER,150,150,150,0.0
combined_q_idx:145,0.0,0,0.0,0,0.0,0,Qwen3_4B_Instruct,THRILLER,150,150,150,0.0
combined_q_idx:146,0.0,0,0.0,0,0.0,0,Qwen3_4B_Instruct,THRILLER,150,150,150,0.0
combined_q_idx:147,0.0,0,0.0,0,0.0,0,Qwen3_4B_Instruct,THRILLER,150,150,150,0.0
combined_q_idx:148,0.0,0,0.0,0,0.0,0,Qwen3_4B_Instruct,THRILLER,150,150,150,0.0
combined_q_idx:149,0.0,0,1.0,1,-1.0,-1,Qwen3_4B_Instruct,THRILLER,150,150,150,1.0
